Document_title,Stop number,BOL_Number,BOL_Key,Origin_Address,O_A_Key,Origin_Zip,Origin_City,Origin_State,Origin_Country,Weight_label,Weight,Dest_Address,D_A_Key,Dest_Zip,Dest_City,Dest_State,Dest_Country,B_T_Key,Bill_To_Address,Bill_To_Zip,Bill_To_City,Bill_To_State,Bill_To_Country,Pickup_Date,Delivery_Date
CPWM Tender,2,2306210077,LOADID,"WALONG MARKETING INC 6281 REGIO AVENUE BUENA PARK, CA 90620",Pickup 2,90620,BUENA PARK,CA,USA,Weight,9122,"909 WINDSOR DISTRIBUTION CENTER 12300 DOMINION WAY WINDSOR, VA 23487",Delivery 3,23487,WINDSOR,VA,USA,FROM,"World Market 1201 Marina Village Parkway Alameda, CA 94501",94501,ALAMEDA,CA,USA,6/28/2023,7/3/2023
EMAIL ABOUT COMMUNICATION,0,,,,,,,,,,,,,,,,,,,,,,,,
EWR 69065,0,69065,EWR,4 EMERSON LANE,Street Address,7094,SECAUCUS,NJ,USA,Total Act. WT,2000,1000 Baits Dr,Street Address,48109,ANN ARBOR,MI,USA,Street Address,P.O. BOX 1536,7094,SECAUCUS,NJ,USA,6/5/2023,6/6/2023
Imperial Pools - 1386259,0,,,,,,,,,,,,,,,,,,,,,,,,
INFORMATION - REOUTING THE PU,0,,,,,,,,,,,,,,,,,,,,,,,,
kagome - 1386425,0,,,"AIO Logistics 21136 S. Wilmington Ave #310 Carson, CA 90810",Pick Up,90810,CARSON,CA,USA,Weight,37500,"Kagome, Inc 333 Johnson Road Los Bantos, CA 93635",Deliver To,93635,LOS BANOS,CA,USA,,,,,,,6/5/2023,6/6/2023
Kinexo 1387072 ,1,L611821,LOADID,125 THREET INDUSTRIAL BLVD,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,1057,2699 Highwood Blvd,ADDRESS,37167,SMYRNA,TN,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/5/2023,6/5/2023
Kinexo 1387072 ,2,L611821,LOADID,2699 Highwood Blvd,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,7403,4027 Guion Lane,ADDRESS,46268,INDIANAPOLIS,IN,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/5/2023,6/6/2023
Kinexo 1387072 ,3,L611821,LOADID,4027 Guion Lane,ADDRESS,46268,INDIANAPOLIS,IN,USA,TOTAL WT,1057,3700 Sysco Court SE,ADDRESS,49512,KENTWOOD,MI,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/6/2023,6/7/2023
Kinexo 1387235 ,1,L611823,LOADID,125 THREET INDUSTRIAL BLVD,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,42101,1725 Lakeland Park Drive,ADDRESS,41005,BURLINGTON,KY,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/6/2023,6/6/2023
Kinexo 1387235 ,2,L611823,LOADID,1725 Lakeland Park Drive,ADDRESS,41005,BURLINGTON,KY,USA,TOTAL WT,30697,4027 Guion Lane,ADDRESS,46268,INDIANAPOLIS,IN,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/6/2023,6/7/2023
Kinexo 1387235 ,3,L611823,LOADID,4027 Guion Lane,ADDRESS,46268,INDIANAPOLIS,IN,USA,TOTAL WT,4079,9905 E 126th Street,ADDRESS,46038,FISHERS,IN,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/7/2023,6/7/2023
kinexo 1387739,0,L612136,LOADID,125 THREET INDUSTRIAL BLVD,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,548,41600 Van Born Road,ADDRESS,48188,CANTON,MI,USA,ADDRESS,P.O Box 6079,27802,ROCKY MOUNT,NC,USA,6/1/2023,6/2/2023
Others Carriers Rate Confirmation - FB,1,289-0606094,REF,2530 East 11th Street Oakland CA 94601 USA,,94601,OAKLAND,CA,USA,Lbs,9800,3730 Mountain Creek Dallas TX 75236 USA,,75236,DALLAS,TX,USA,Invoice To,"Hana Freight Services LLC PO Box 7509 Oakland, CA 94601",94601,OAKLAND,CA,USA,6/23/2023,6/27/2023
Others Carriers Rate Confirmation - FB,2,289-0606094,REF,3730 Mountain Creek Dallas TX 75236 USA,,75236,DALLAS,TX,USA,Lbs,7000,3730 Mountain Creek Dallas TX 75236 USA,,77423,BROOKSHIRE,TX,USA,Invoice To,"Hana Freight Services LLC PO Box 7509 Oakland, CA 94601",94601,OAKLAND,CA,USA,6/27/2023,6/28/2023
PHX II - Sun Chem 5- - 30,0,859648292,ULFNUM,1RMD SUN CHEMICAL - COLONIAL HEIGHTS 16000 CONTINENTAL BLVD COLONIAL HEIGHTS VA 23834,Pickup,23834,COLONIAL HEIGHTS,VA,USA,Weight,29622.52,107226 MUNDET-TENNESSEE 170 GEIGER RD SURGOINSVILLE TN 37873 USA,Dropoff,37873,SURGOINSVILLE,TN,USA,Bill To,"Sun Chemical C/O Uber Freight US LLC PO Box 425 Lowell, AR, 72745, USA",72745,LOWELL,AR,USA,5/30/2023,5/31/2023
PHX II - SUN CHEM 5-30,0,859700744,ULFNUM,1W70 SUN CHEMICAL C/O PALMER LOGISTICS 2710 REGENCY DR STE 100 GRAND PRAIRIE TX 75050 USA,Pickup,75050,GRAND PRAIRIE,TX,USA,Weight,22500,,,,,,,Bill To,"Sun Chemical C/O Uber Freight US LLC PO Box 425 Lowell, AR, 72745, USA",72745,LOWELL,AR,USA,5/30/2023,
PHXI NSM - SN220542,0,SN220542,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43452,"SAFEWAY RTL/ANCHRGE GROC-TACOM 3520 Pacific Ave S Auburn, WA 98001",Destination,98001,AUBURN,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/7/2023,6/8/2023
PHXII ANIXTER BaseTender-1137197,0,1137197,LOADID,"ANIXTER INC. 11614 S. AUSTIN AVE. ALSIP, IL 60803",Origin,60803,ALSIP,IL,USA,Weight,5030,"TARGET NORTHERN CAMPUS 7000 TARGET PKWY N BROOKLYN PARK, MN 55445",Destination,55445,BROOKLYN PARK,MN,USA,Bill To,"Ryder Freight Management Group Submit Invoices to: RyderFMGpaperwork@ryder.com Novi, MI 48377",48377,NOVI,MU,USA,5/19/2023,5/22/2023
PHXII Breentag - 5-23,0,859543740,ULFNUM,07-00071 BMS TAMPA (S) 3520 E ADAMO DR TAMPA FL 33605 USA,Pickup,33605,TAMPA,FL,USA,Weight,42365.44,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,,,,,,5/23/2023,5/23/2023
PHXII Breentag 5-25 2,0,859694964,ULFNUM,07-00071 BMS TAMPA (S) 3520 E ADAMO DR TAMPA FL 33605 USA,Pickup,33605,TAMPA,FL,USA,Weight,44000,,,,,,,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/25/2023,
PHXII Breentag 5-25,0,859697876,ULFNUM,07-00071 BMS TAMPA (S) 3520 E ADAMO DR TAMPA FL 33605 USA,Pickup,33605,TAMPA,FL,USA,Weight,42365.44,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/25/2023,5/25/2023
PHXII BRENNTAG - 1384607,0,859887735,ULFNUM,07-00071 BMS TAMPA (S) 3520 E ADAMO DR TAMPA FL 33605 USA,Pickup,33605,TAMPA,FL,USA,Weight,44000,07-139670-000 TROPICAL SHIPPING 1489 MARTIN LUTHER BLVD WATER & SEWERAGE CORP RIVIERA BEACH FL 33404 USA,Dropoff,33404,RIVIERA BEACH,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/30/2023,5/30/2023
PHXII BRENNTAG - 1385564,0,859985541,ULFNUM,07-00071 BMS TAMPA (S) 3520 E ADAMO DR TAMPA FL 33605 USA,Pickup,33605,TAMPA,FL,USA,Weight,42365.44,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/31/2023,5/31/2023
PHXII BRENNTAG - 1386421,0,860038253,ULFNUM,07-00005 BMS CLEARWATER (S) 1575 SUNSHINE DR CLEARWATER FL 33765 USA,Pickup,33765,CLEARWATER,FL,USA,Weight,44595.2,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/31/2023,5/31/2023
PHXII BRENNTAG - 1386434,0,860038247,ULFNUM,07-00005 BMS CLEARWATER (S) 1575 SUNSHINE DR CLEARWATER FL 33765 USA,Pickup,33765,CLEARWATER,FL,USA,Weight,44595.2,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Dropoff,32824,ORLANDO,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/31/2023,5/31/2023
PHXII BRENNTAG - 1391100,0,860286114,ULFNUM,07-00005 BMS CLEARWATER (S) 1575 SUNSHINE DR CLEARWATER FL 33765 USA,Pickup,33765,CLEARWATER,FL,USA,Weight,44595.2,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/6/2023,6/6/2023
PHXII BRENNTAG - 1391106,0,860286898,ULFNUM,07-00005 BMS CLEARWATER (S) 1575 SUNSHINE DR CLEARWATER FL 33765 USA,Pickup,33765,CLEARWATER,FL,USA,Weight,44595.2,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Dropoff,32824,ORLANDO,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/7/2023,6/7/2023
PHXII BRENNTAG - 1391115,0,860290927,ULFNUM,07-00005 BMS CLEARWATER (S) 1575 SUNSHINE DR CLEARWATER FL 33765 USA,Pickup,33765,CLEARWATER,FL,USA,Weight,44595.2,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Dropoff,32824,ORLANDO,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/8/2023,6/8/2023
PHXII CDLLC - 1383068,0,,,"1985 James Sauls Sr Drive, Batavia OH 45103",Address,45103,BATAVIA,OH,USA,,,"5545 Shawland Road, Jacksonville, FL 32254",Address,32254,JACKSONVILLE,FL,USA,,,,,,,,
PHXII KINEXO TENDER.zip-L611823 1387235,1,L611823,LOADID,125 THREET INDUSTRIAL BLVD,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,42101,1725 Lakeland Park Drive,ADDRESS,41005,BURLINGTON,KY,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/6/2023,6/6/2023
PHXII KINEXO TENDER.zip-L611823 1387235,2,L611823,LOADID,1725 Lakeland Park Drive,ADDRESS,41005,BURLINGTON,KY,USA,TOTAL WT,30697,4027 Guion Lane,ADDRESS,46268,INDIANAPOLIS,IN,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/6/0203,6/7/2023
PHXII KINEXO TENDER.zip-L611823 1387235,3,L611823,LOADID,4027 Guion Lane,ADDRESS,46268,INDIANAPOLIS,IN,USA,TOTAL WT,4079,9905 E 126th Street,ADDRESS,46038,FISHERS,IN,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/7/2023,6/7/2023
PHXII NSM  - 2159467,0,2159467,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42670,"TOPCO/STATER BROS-SAN BERNARDI 311 S Tippecanoe Ave San Bernardino, CA 92408",Destination,92408,SAN BERNADINO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/13/2023,6/15/2023
PHXII NSM - 157399,0,2157399,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.96,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/1/2023,6/2/2023
PHXII NSM - 1387737,0,2158901,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-RANCHO CORDOVA 11350 Sunrise Park Rancho Cordova, CA 95742",Destination,95742,RANCHO CORDOVA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/18/2023,6/19/2023
PHXII NSM - 2156811,0,2156811,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND-LA HABRA 850 S Cypress St Leslie St Entrance La Habra, CA 90631",Destination,90631,LA HABRA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/30/2023,6/1/2023
PHXII NSM - 2156817,0,2156817,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42864,"ALBERTSONS-IRVINE 9300 Toledo Way Irvine, CA 92718",Destination,92718,IRVINE,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/31/2023,6/2/2023
PHXII NSM - 2156823,0,2156823,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42312,"TOPCO/STATER BROS-SAN BERNARDI 311 S Tippecanoe Ave San Bernardino, CA 92408",Destination,92408,SAN BERNADINO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/30/2023,6/1/2023
PHXII NSM - 2156847,0,2156847,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42312,"SAFEWAY STORES RETAIL-AUBURN 3520 Pacific Ave Auburn, WA 98001",Destination,98001,AUBURN,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/30/2023,5/31/2023
PHXII NSM - 2156904,0,2156904,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND/VERACITY-CLEARFIELD FREEPORT CENTER bldg E7 Clearfield, UT 84016",Destination,84016,CLEARFIELD,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/6/2023
PHXII NSM - 2156905,0,2156905,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND/VERACITY-CLEARFIELD FREEPORT CENTER bldg E7 Clearfield, UT 84016",Destination,84016,CLEARFIELD,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/7/2023,6/8/2023
PHXII NSM - 2157157,0,2157157,REF,"Amalgamated Sugar-Brighton 701 North Main Street Brighton, CO 80601",Origin,80601,BRIGHTON,CO,USA,Weight,41885.5,"TOPCO/AFFILIATED FOODS-AMARILL 1401 W Farmers Ave Amarillo, TX 79118",Destination,79118,AMARILLO,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/31/2023,6/1/2023
PHXII NSM - 2157352,0,2157352,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"DAWN FOOD PRODUCTS-SLC 1136 S3600 W Ste 600 Salt Lake City, UT 84104",Destination,84104,SALT LAKE CITY,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/13/2023,6/14/2023
PHXII NSM - 2157354,0,2157354,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"DAWN FOOD PRODUCTS-SLC 1136 S3600 W Ste 600 Salt Lake City, UT 84104",Destination,84104,SALT LAKE CITY,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/25/2023,6/26/2023
PHXII NSM - 2157400,0,2157400,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.96,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/6/2023
PHXII NSM - 2157401,0,2157401,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.96,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/6/2023,6/7/2023
PHXII NSM - 2157402 (1),0,2157402,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.96,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/8/2023
PHXII NSM - 2157403,0,2157403,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.96,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/8/2023,6/9/2023
PHXII NSM - 2157473,0,2157473,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43452,"ALBERTSONS-IRVINE 9300 Toledo Way Irvine, CA 92718",Destination,92718,IRVINE,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/7/2023
PHXII NSM - 2157477,0,2157477,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.97,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/30/2023,5/31/2023
PHXII NSM - 2157685,0,2157685,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK/KRISPY KREME-SEATTLE 5958 1st Ave S Seattle, WA 98108",Destination,98108,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,5/30/2023,5/31/2023
PHXII NSM - 2157724,0,2157724,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43176,"TOPCO/STATER BROS-SAN BERNARDI 311 S Tippecanoe Ave San Bernardino, CA 92408",Destination,92408,SAN BERNADINO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/7/2023
PHXII NSM - 2157749,0,2157749,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43176,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/4/2023,6/5/2023
PHXII NSM - 2157867,0,2157867,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/12/2023,6/12/2023
PHXII NSM - 2157870,0,2157870,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/14/2023,6/14/2023
PHXII NSM - 2157871,0,2157871,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/15/2023,6/15/2023
PHXII NSM - 2157872,0,2157872,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/16/2023,6/16/2023
PHXII NSM - 2157966,0,2157966,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,43212,"KROGER-LAYTON/SMITH'S (RETAIL) 500 N Sugar St Layton, UT 84041",Destination,84041,ST LAYTON,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/5/2023,6/5/2023
PHXII NSM - 2158093,0,2158093,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND-LA HABRA 850 S Cypress St Leslie St Entrance La Habra, CA 90631",Destination,90631,LA HABRA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/6/2023,6/8/2023
PHXII NSM - 2158305,0,2158305,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42900,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/4/2023,6/5/2023
PHXII NSM - 2158507,0,2158507,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK- SPOKANE 4616 S BEN FRANKLIN LAN SPOKANE, WA 99224",Destination,99224,SPOKANE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/6/2023,6/7/2023
PHXII NSM - 2158508,0,2158508,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK- SPOKANE 4616 S BEN FRANKLIN LAN SPOKANE, WA 99224",Destination,99224,SPOKANE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/20/2023,6/21/2023
PHXII NSM - 2158509,0,2158509,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK- SPOKANE 4616 S BEN FRANKLIN LAN SPOKANE, WA 99224",Destination,99224,SPOKANE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/13/2023,6/14/2023
